Species 1,Species 2,Dist,Std. Err
PZ049732.1,KY451945.1,0.0599402158,0.0084130403
PX480447.1,KY451945.1,0.1247817936,0.0144787197
PX480446.1,KY451945.1,0.1204379439,0.0142620238
PX480445.1,KY451945.1,0.1321592791,0.0153786899
PX480444.1,KY451945.1,0.1204379439,0.0143308498
PX480443.1,KY451945.1,0.1316536685,0.0150494122
PX480442.1,KY451945.1,0.1262433873,0.0145897211
PX480441.1,KY451945.1,0.1247817936,0.0143613188
PX480440.1,KY451945.1,0.1321592791,0.0154912530
PX480439.1,KY451945.1,0.1175756782,0.0139380522
PX480438.1,KY451945.1,0.1228630086,0.0142872174
PX480437.1,KY451945.1,0.1190034790,0.0142460764
PX683084.1,KY451945.1,0.1331243401,0.0176081551
PX683079.1,KY451945.1,0.1218791198,0.0144682257
PX683071.1,KY451945.1,0.1221630901,0.0144926812
PX683067.1,KY451945.1,0.1311688031,0.0173345874
PX492106.1,KY451945.1,0.0914929215,0.0114685090
PX368925.1,KY451945.1,0.1101301455,0.0130476688
PX297388.1,KY451945.1,0.0916545037,0.0116086438
PV789651.1,KY451945.1,0.0205724441,0.0046207181
PV344375.1,KY451945.1,0.1218791198,0.0140325487
PV344355.1,KY451945.1,0.0106193108,0.0032321682
PV344354.1,KY451945.1,0.0096354248,0.0030326693
PP128486.1,KY451945.1,0.1111216762,0.0131327370
PV138436.1,KY451945.1,0.0905128205,0.0111819983
PQ667806.1,KY451945.1,0.0967545059,0.0118339538
PQ555702.1,KY451945.1,0.1131211857,0.0136182866
PP586203.1,KY451945.1,0.0195076141,0.0044557150
PQ357326.1,KY451945.1,0.1394416394,0.0155995944
ON799403.1,KY451945.1,0.0943210486,0.0113550066
ON799402.1,KY451945.1,0.0932740006,0.0114610370
ON123668.1,KY451945.1,0.0969278527,0.0116892687
OL314747.1,KY451945.1,0.1255322633,0.0145205577
OL314746.1,KY451945.1,0.1145260239,0.0136844853
OL314745.1,KY451945.1,0.1243109426,0.0143571406
OL314744.1,KY451945.1,0.1243109426,0.0143429659
OL314743.1,KY451945.1,0.1226363834,0.0141939223
OL314742.1,KY451945.1,0.1131211857,0.0135236277
OL314741.1,KY451945.1,0.1240809324,0.0143074957
OL314740.1,KY451945.1,0.1286957723,0.0144657552
OL314739.1,KY451945.1,0.1255322633,0.0144380727
OL314738.1,KY451945.1,0.1216486847,0.0142287348
OL314737.1,KY451945.1,0.1185595671,0.0139373228
OL314736.1,KY451945.1,0.1143156887,0.0137000777
OL314735.1,KY451945.1,0.1199873678,0.0139609270
OP411002.1,KY451945.1,0.1061929974,0.0128778093
OP411001.1,KY451945.1,0.1119301968,0.0133068544
OP411000.1,KY451945.1,0.0905128205,0.0110531469
OP410999.1,KY451945.1,0.1105350305,0.0135635907
ON908246.1,KY451945.1,0.0135719296,0.0036509468
ON908242.1,KY451945.1,0.0440801644,0.0071329365
ON908241.1,KY451945.1,0.0418584588,0.0068878158
ON908240.1,KY451945.1,0.0135719296,0.0036813003
ON908239.1,KY451945.1,0.1187797432,0.0140123008
MZ215848.1,KY451945.1,0.4087467633,0.0341198480
OK469362.1,KY451945.1,0.1115189193,0.0130934937
OK469361.1,KY451945.1,0.1050178540,0.0125521080
OK469360.1,KY451945.1,0.0929640227,0.0117221237
OK469359.1,KY451945.1,0.0905505259,0.0114155656
OK469358.1,KY451945.1,0.0395866047,0.0066025837
OK605771.1,KY451945.1,0.0320818378,0.0059052449
OK605770.1,KY451945.1,0.1058139535,0.0127981929
OK605769.1,KY451945.1,0.0693971684,0.0094826249
OK605767.1,KY451945.1,0.0929640227,0.0116002719
MW192825.1,KY451945.1,0.0903507984,0.0110490544
MW793460.1,KY451945.1,0.0903507984,0.0113890330
MW793459.1,KY451945.1,0.0914929215,0.0114929397
MN192436.1,KY451945.1,0.1071806961,0.0125431699
MN018398.1,KY451945.1,0.0825965258,0.0102998642
MN018397.1,KY451945.1,0.0115888682,0.0034823160
MN018396.1,KY451945.1,0.1304540094,0.0149896056
MN018395.1,KY451945.1,0.0739145481,0.0100681072
MN018394.1,KY451945.1,0.0603505537,0.0083836604
MN018393.1,KY451945.1,0.1284554629,0.0147373114
MN018392.1,KY451945.1,0.0449680191,0.0071261268
MN018391.1,KY451945.1,0.0038167939,0.0018891185
MN018390.1,KY451945.1,0.0750206393,0.0099127349
MH891769.1,KY451945.1,0.0918194278,0.0111464497
NC 002640.1,KY451945.1,0.0941119691,0.0116218545
MK514144.1,KY451945.1,0.1005840869,0.0122672506
MK506266.1,KY451945.1,0.0611202161,0.0085181940
MH823210.1,KY451945.1,0.1284554629,0.0146900174
MH888334.1,KY451945.1,0.1103308420,0.0129587194
MG601754.1,KY451945.1,0.0047723776,0.0021521635
PZ049732.1,KP188564.1,0.0908468372,0.0115134838
PX480447.1,KP188564.1,0.0876172370,0.0111492834
PX480446.1,KP188564.1,0.0850213668,0.0109118625
PX480445.1,KP188564.1,0.0837320273,0.0108401428
PX480444.1,KP188564.1,0.0837320273,0.0108148657
PX480443.1,KP188564.1,0.0859791934,0.0111865127
PX480442.1,KP188564.1,0.0837320273,0.0107721570
PX480441.1,KP188564.1,0.0850213668,0.0107616492
PX480440.1,KP188564.1,0.0837320273,0.0108042874
PX480439.1,KP188564.1,0.0824483677,0.0106318228
PX480438.1,KP188564.1,0.0783276109,0.0104589513
PX480437.1,KP188564.1,0.0837320273,0.0109341988
PX683084.1,KP188564.1,0.0904281693,0.0129966366
PX683079.1,KP188564.1,0.0876172370,0.0109983564
PX683071.1,KP188564.1,0.0878120691,0.0110218661
PX683067.1,KP188564.1,0.0887104396,0.0128249469
PX492106.1,KP188564.1,0.0376056142,0.0065847216
PX368925.1,KP188564.1,0.0911941112,0.0115097060
PX297388.1,KP188564.1,0.0579125957,0.0085987677
PV789651.1,KP188564.1,0.1191291767,0.0139869123
PV344375.1,KP188564.1,0.0824483677,0.0105688399
PV344355.1,KP188564.1,0.1113185406,0.0130658236
PV344354.1,KP188564.1,0.1099329466,0.0129429142
PP128486.1,KP188564.1,0.0767866067,0.0104208666
PV138436.1,KP188564.1,0.1204379439,0.0142197773
PQ667806.1,KP188564.1,0.0332695397,0.0060446193
PQ555702.1,KP188564.1,0.0722393822,0.0096836721
PP586203.1,KP188564.1,0.1062785203,0.0127122185
PQ357326.1,KP188564.1,0.0913727055,0.0110133347
ON799403.1,KP188564.1,0.1150041160,0.0135720968
ON799402.1,KP188564.1,0.1167792829,0.0139311408
ON123668.1,KP188564.1,0.1192307692,0.0141854784
OL314747.1,KP188564.1,0.0936554549,0.0116605367
OL314746.1,KP188564.1,0.0835674909,0.0109064392
OL314745.1,KP188564.1,0.0925124238,0.0116703011
OL314744.1,KP188564.1,0.0925124238,0.0116676277
OL314743.1,KP188564.1,0.0949826500,0.0118895642
OL314742.1,KP188564.1,0.0835674909,0.0108950132
OL314741.1,KP188564.1,0.0936554549,0.0117733237
OL314740.1,KP188564.1,0.0938366481,0.0114164028
OL314739.1,KP188564.1,0.0923341914,0.0116639567
OL314738.1,KP188564.1,0.0884055957,0.0112703486
OL314737.1,KP188564.1,0.0846898539,0.0109729136
OL314736.1,KP188564.1,0.0808557654,0.0106965964
OL314735.1,KP188564.1,0.0859791934,0.0109675836
OP411002.1,KP188564.1,0.0861461794,0.0110555310
OP411001.1,KP188564.1,0.0786310955,0.0104161316
OP411000.1,KP188564.1,0.1204379439,0.0142203636
OP410999.1,KP188564.1,0.0748636138,0.0101459646
ON908246.1,KP188564.1,0.1015756176,0.0124636056
ON908242.1,KP188564.1,0.1089452480,0.0132961004
ON908241.1,KP188564.1,0.1061929974,0.0130883894
ON908240.1,KP188564.1,0.1069932735,0.0127279172
ON908239.1,KP188564.1,0.0822866572,0.0106692767
MZ215848.1,KP188564.1,0.3956410256,0.0334522755
OK469362.1,KP188564.1,0.0745765097,0.0101119798
OK469361.1,KP188564.1,0.0711449548,0.0096685166
OK469360.1,KP188564.1,0.0430450262,0.0070421892
OK469359.1,KP188564.1,0.0409113973,0.0068753754
OK469358.1,KP188564.1,0.0946243227,0.0121904594
OK605771.1,KP188564.1,0.1058139535,0.0132552495
OK605770.1,KP188564.1,0.0258475176,0.0052447807
OK605769.1,KP188564.1,0.0972846844,0.0120821913
OK605767.1,KP188564.1,0.0520987958,0.0079897894
MW192825.1,KP188564.1,0.1202108702,0.0142257364
MW793460.1,KP188564.1,0.0498071192,0.0077076507
MW793459.1,KP188564.1,0.0508562509,0.0078001571
MN192436.1,KP188564.1,0.0476246424,0.0075001766
MN018398.1,KP188564.1,0.1186963912,0.0137098951
MN018397.1,KP188564.1,0.1069932735,0.0126612992
MN018396.1,KP188564.1,0.0903507984,0.0112632900
MN018395.1,KP188564.1,0.1099329466,0.0133961073
MN018394.1,KP188564.1,0.1324840291,0.0152185934
MN018393.1,KP188564.1,0.0871076653,0.0110919968
MN018392.1,KP188564.1,0.1135097119,0.0138305695
MN018391.1,KP188564.1,0.1060017428,0.0129026164
MN018390.1,KP188564.1,0.1032806438,0.0124234575
MH891769.1,KP188564.1,0.1218791198,0.0143094978
NC 002640.1,KP188564.1,0.0398002260,0.0067722770
MK514144.1,KP188564.1,0.0038167939,0.0019013100
MK506266.1,KP188564.1,0.0895402299,0.0114219676
MH823210.1,KP188564.1,0.0845289769,0.0105566676
MH888334.1,KP188564.1,0.0797418244,0.0102272250
MG601754.1,KP188564.1,0.1030990214,0.0124800400
KY451945.1,KP188564.1,0.1060017428,0.0128757383
PZ049732.1,KP188561.1,0.0908468372,0.0111495431
PX480447.1,KP188561.1,0.0902362846,0.0112143593
PX480446.1,KP188561.1,0.0876172370,0.0109552782
PX480445.1,KP188561.1,0.0863164240,0.0108887133
PX480444.1,KP188561.1,0.0863164240,0.0108542038
PX480443.1,KP188561.1,0.0911941112,0.0115125316
PX480442.1,KP188561.1,0.0863164240,0.0107951247
PX480441.1,KP188561.1,0.0876172370,0.0107975218
PX480440.1,KP188561.1,0.0863164240,0.0108247684
PX480439.1,KP188561.1,0.0850213668,0.0106120794
PX480438.1,KP188561.1,0.0808557654,0.0105522105
PX480437.1,KP188561.1,0.0863164240,0.0109483265
PX683084.1,KP188561.1,0.0938939416,0.0134253377
PX683079.1,KP188561.1,0.0876172370,0.0110524457
PX683071.1,KP188561.1,0.0878120691,0.0110730789
PX683067.1,KP188561.1,0.0921559737,0.0132380420
PX492106.1,KP188561.1,0.0398002260,0.0067106391
PX368925.1,KP188561.1,0.0911941112,0.0112977449
PX297388.1,KP188561.1,0.0602726042,0.0087804985
PV789651.1,KP188561.1,0.1191291767,0.0136676578
PV344375.1,KP188561.1,0.0824483677,0.0106745924
PV344355.1,KP188561.1,0.1113185406,0.0127274176
PV344354.1,KP188561.1,0.1099329466,0.0126434134
PP128486.1,KP188561.1,0.0792927772,0.0104259647
PV138436.1,KP188561.1,0.1204379439,0.0138549845
PQ667806.1,KP188561.1,0.0376056142,0.0064505002
PQ555702.1,KP188561.1,0.0722393822,0.0096123865
PP586203.1,KP188561.1,0.1062785203,0.0124503094
PQ357326.1,KP188561.1,0.0940211640,0.0112994866
ON799403.1,KP188561.1,0.1121867666,0.0131412120
ON799402.1,KP188561.1,0.1167792829,0.0135475421
ON123668.1,KP188561.1,0.1163751562,0.0137127034
OL314747.1,KP188561.1,0.0910188199,0.0113547993
OL314746.1,KP188561.1,0.0835674909,0.0107579054
OL314745.1,KP188561.1,0.0898816709,0.0113599505
OL314744.1,KP188561.1,0.0898816709,0.0113184774
OL314743.1,KP188561.1,0.0923341914,0.0115940558
OL314742.1,KP188561.1,0.0835674909,0.0107193556
OL314741.1,KP188561.1,0.0910188199,0.0114598631
OL314740.1,KP188561.1,0.0938366481,0.0113751542
OL314739.1,KP188561.1,0.0897093010,0.0113543789
OL314738.1,KP188561.1,0.0858154717,0.0109340400
OL314737.1,KP188561.1,0.0821281772,0.0106621755
OL314736.1,KP188561.1,0.0783276109,0.0104235243
OL314735.1,KP188561.1,0.0834061943,0.0106690109
OP411002.1,KP188561.1,0.0861461794,0.0108802877
OP411001.1,KP188561.1,0.0786310955,0.0103428818
OP411000.1,KP188561.1,0.1175756782,0.0137531615
OP410999.1,KP188561.1,0.0748636138,0.0100468760
ON908246.1,KP188561.1,0.1015756176,0.0121464960
ON908242.1,KP188561.1,0.1089452480,0.0130507634
ON908241.1,KP188561.1,0.1061929974,0.0128268351
ON908240.1,KP188561.1,0.1069932735,0.0123698068
ON908239.1,KP188561.1,0.0822866572,0.0105777021
MZ215848.1,KP188561.1,0.3956410256,0.0335140474
OK469362.1,KP188561.1,0.0770717956,0.0101786893
OK469361.1,KP188561.1,0.0736186831,0.0098102053
OK469360.1,KP188561.1,0.0452804672,0.0071569196
OK469359.1,KP188561.1,0.0431334509,0.0069822644
OK469358.1,KP188561.1,0.0946243227,0.0118474105
OK605771.1,KP188561.1,0.1058139535,0.0129262997
OK605770.1,KP188561.1,0.0258475176,0.0052093800
OK605769.1,KP188561.1,0.0972846844,0.0118160644
OK605767.1,KP188561.1,0.0544096898,0.0081580245
MW192825.1,KP188561.1,0.1173552571,0.0137670499
MW793460.1,KP188561.1,0.0520987958,0.0079119893
MW793459.1,KP188561.1,0.0531527094,0.0079825726
MN192436.1,KP188561.1,0.0499020628,0.0076042558
MN018398.1,KP188561.1,0.1215626159,0.0139145059
MN018397.1,KP188561.1,0.1069932735,0.0123617665
MN018396.1,KP188561.1,0.0929640227,0.0112396849
MN018395.1,KP188561.1,0.1099329466,0.0130243181
MN018394.1,KP188561.1,0.1324840291,0.0148905481
MN018393.1,KP188561.1,0.0897093010,0.0111780685
MN018392.1,KP188561.1,0.1135097119,0.0134506165
MN018391.1,KP188561.1,0.1060017428,0.0125366624
MN018390.1,KP188561.1,0.1005840869,0.0120986389
MH891769.1,KP188561.1,0.1190034790,0.0138065752
NC 002640.1,KP188561.1,0.0420128448,0.0069154568
MK514144.1,KP188561.1,0.0038167939,0.0019585954
MK506266.1,KP188561.1,0.0895402299,0.0110416546
MH823210.1,KP188561.1,0.0845289769,0.0106350496
MH888334.1,KP188561.1,0.0797418244,0.0101147957
MG601754.1,KP188561.1,0.1030990214,0.0121398757
KY451945.1,KP188561.1,0.1060017428,0.0125020390
KP188564.1,KP188561.1,0.0076923077,0.0028206109
PZ049732.1,KP188559.1,0.0869755729,0.0109835239
PX480447.1,KP188559.1,0.0863369581,0.0110296859
PX480446.1,KP188559.1,0.0837517397,0.0107814318
PX480445.1,KP188559.1,0.0824676814,0.0107080393
PX480444.1,KP188559.1,0.0824676814,0.0107043363
PX480443.1,KP188559.1,0.0873002964,0.0112810052
PX480442.1,KP188559.1,0.0824676814,0.0106421431
PX480441.1,KP188559.1,0.0837517397,0.0106293560
PX480440.1,KP188559.1,0.0824676814,0.0106161005
PX480439.1,KP188559.1,0.0811892735,0.0104706805
PX480438.1,KP188559.1,0.0770947451,0.0103206586
PX480437.1,KP188559.1,0.0824676814,0.0108063526
PX683084.1,KP188559.1,0.0887410131,0.0128281139
PX683079.1,KP188559.1,0.0837517397,0.0106728096
PX683071.1,KP188559.1,0.0839368030,0.0106938787
PX683067.1,KP188559.1,0.0870325377,0.0126541356
PX492106.1,KP188559.1,0.0365214866,0.0063831006
PX368925.1,KP188559.1,0.0873002964,0.0110408697
PX297388.1,KP188559.1,0.0567526886,0.0084491515
PV789651.1,KP188559.1,0.1149706458,0.0134921098
PV344375.1,KP188559.1,0.0786492605,0.0102399400
PV344355.1,KP188559.1,0.1072351579,0.0126015211
PV344354.1,KP188559.1,0.1058678946,0.0124836745
PP128486.1,KP188559.1,0.0755695106,0.0102359646
PV138436.1,KP188559.1,0.1162044995,0.0137086956
PQ667806.1,KP188559.1,0.0343531907,0.0061468147
PQ555702.1,KP188559.1,0.0710265167,0.0095024615
PP586203.1,KP188559.1,0.1023093329,0.0123116131
PQ357326.1,KP188559.1,0.0927192208,0.0111468772
ON799403.1,KP188559.1,0.1108357447,0.0130565602
ON799402.1,KP188559.1,0.1125738365,0.0133996107
ON123668.1,KP188559.1,0.1150041160,0.0136378198
OL314747.1,KP188559.1,0.0897387669,0.0112392669
OL314746.1,KP188559.1,0.0797629231,0.0104562009
OL314745.1,KP188559.1,0.0886015326,0.0111655910
OL314744.1,KP188559.1,0.0886015326,0.0111806342
OL314743.1,KP188559.1,0.0910487216,0.0114143043
OL314742.1,KP188559.1,0.0797629231,0.0104114868
OL314741.1,KP188559.1,0.0897387669,0.0112917492
OL314740.1,KP188559.1,0.0925402127,0.0112310367
OL314739.1,KP188559.1,0.0884346343,0.0111945231
OL314738.1,KP188559.1,0.0845567829,0.0108333193
OL314737.1,KP188559.1,0.0808798171,0.0105536311
OL314736.1,KP188559.1,0.0770947451,0.0102896005
OL314735.1,KP188559.1,0.0821526118,0.0105646657
OP411002.1,KP188559.1,0.0823085217,0.0106212261
OP411001.1,KP188559.1,0.0748806992,0.0100168952
OP411000.1,KP188559.1,0.1162044995,0.0136895650
OP410999.1,KP188559.1,0.0711610274,0.0097449441
ON908246.1,KP188559.1,0.0976297870,0.0119657210
ON908242.1,KP188559.1,0.1048743948,0.0127952670
ON908241.1,KP188559.1,0.1021584494,0.0125771491
ON908240.1,KP188559.1,0.1029764582,0.0122149909
ON908239.1,KP188559.1,0.0810329250,0.0105103545
MZ215848.1,KP188559.1,0.3947205102,0.0334609402
OK469362.1,KP188559.1,0.0733588830,0.0099315702
OK469361.1,KP188559.1,0.0699318371,0.0095399765
OK469360.1,KP188559.1,0.0419441182,0.0068470366
OK469359.1,KP188559.1,0.0398168389,0.0066728780
OK469358.1,KP188559.1,0.0907132527,0.0116184400
OK605771.1,KP188559.1,0.1018031832,0.0127284926
OK605770.1,KP188559.1,0.0248092398,0.0051296653
OK605769.1,KP188559.1,0.0946607394,0.0116059600
OK605767.1,KP188559.1,0.0509620589,0.0078339697
MW192825.1,KP188559.1,0.1159899440,0.0137044142
MW793460.1,KP188559.1,0.0486794805,0.0075840828
MW793459.1,KP188559.1,0.0497290937,0.0076698324
MN192436.1,KP188559.1,0.0453738686,0.0071723634
MN018398.1,KP188559.1,0.1201832959,0.0138199454
MN018397.1,KP188559.1,0.1029764582,0.0121686863
MN018396.1,KP188559.1,0.0890927962,0.0111074014
MN018395.1,KP188559.1,0.1058678946,0.0128830766
MN018394.1,KP188559.1,0.1281949548,0.0146552400
MN018393.1,KP188559.1,0.0858436805,0.0109846351
MN018392.1,KP188559.1,0.1094259622,0.0132475805
MN018391.1,KP188559.1,0.1019790889,0.0123957570
MN018390.1,KP188559.1,0.0992937112,0.0120091570
MH891769.1,KP188559.1,0.1176262876,0.0137613169
NC 002640.1,KP188559.1,0.0387074830,0.0065976337
MK514144.1,KP188559.1,0.0009501190,0.0009587032
MK506266.1,KP188559.1,0.0856858266,0.0108884896
MH823210.1,KP188559.1,0.0832755545,0.0105219706
MH888334.1,KP188559.1,0.0759861200,0.0098274640
MG601754.1,KP188559.1,0.0991238571,0.0119617988
KY451945.1,KP188559.1,0.1019790889,0.0123353796
KP188564.1,KP188559.1,0.0047815053,0.0021029854
KP188561.1,KP188559.1,0.0047815053,0.0021852993
PZ049732.1,KT794007.1,0.0882394169,0.0110763529
PX480447.1,KT794007.1,0.0876172370,0.0112262705
PX480446.1,KT794007.1,0.0850213668,0.0109541970
PX480445.1,KT794007.1,0.0837320273,0.0108529170
PX480444.1,KT794007.1,0.0837320273,0.0108917210
PX480443.1,KT794007.1,0.0885750636,0.0114372081
PX480442.1,KT794007.1,0.0837320273,0.0108190943
PX480441.1,KT794007.1,0.0850213668,0.0107943323
PX480440.1,KT794007.1,0.0837320273,0.0107667400
PX480439.1,KT794007.1,0.0824483677,0.0106551251
PX480438.1,KT794007.1,0.0783276109,0.0104981960
PX480437.1,KT794007.1,0.0837320273,0.0109507138
PX683084.1,KT794007.1,0.0870026967,0.0127089832
PX683079.1,KT794007.1,0.0824483677,0.0105934245
PX683071.1,KT794007.1,0.0826300851,0.0106150587
PX683067.1,KT794007.1,0.0853048538,0.0125338117
PX492106.1,KT794007.1,0.0376056142,0.0064753838
PX368925.1,KT794007.1,0.0885750636,0.0111854336
PX297388.1,KT794007.1,0.0579125957,0.0085974087
PV789651.1,KT794007.1,0.1135097119,0.0133604262
PV344375.1,KT794007.1,0.0798979388,0.0103379995
PV344355.1,KT794007.1,0.1058139535,0.0124899363
PV344354.1,KT794007.1,0.1044534093,0.0124004628
PP128486.1,KT794007.1,0.0767866067,0.0102854457
PV138436.1,KT794007.1,0.1147398844,0.0136051722
PQ667806.1,KT794007.1,0.0332695397,0.0060184615
PQ555702.1,KT794007.1,0.0722393822,0.0096236043
PP586203.1,KT794007.1,0.1009096180,0.0122487674
PQ357326.1,KT794007.1,0.0940211640,0.0112497909
ON799403.1,KT794007.1,0.1093952941,0.0129563224
ON799402.1,KT794007.1,0.1111237166,0.0133086445
ON123668.1,KT794007.1,0.1135459229,0.0135102644
OL314747.1,KT794007.1,0.0910188199,0.0113291857
OL314746.1,KT794007.1,0.0810114474,0.0105598259
OL314745.1,KT794007.1,0.0898816709,0.0112634604
OL314744.1,KT794007.1,0.0898816709,0.0113035834
OL314743.1,KT794007.1,0.0923341914,0.0115460886
OL314742.1,KT794007.1,0.0810114474,0.0105640537
OL314741.1,KT794007.1,0.0910188199,0.0114264058
OL314740.1,KT794007.1,0.0938366481,0.0113440259
OL314739.1,KT794007.1,0.0897093010,0.0113185601
OL314738.1,KT794007.1,0.0858154717,0.0109505732
OL314737.1,KT794007.1,0.0821281772,0.0106773117
OL314736.1,KT794007.1,0.0783276109,0.0104055276
OL314735.1,KT794007.1,0.0834061943,0.0106829532
OP411002.1,KT794007.1,0.0835674909,0.0107779824
OP411001.1,KT794007.1,0.0761139690,0.0101821084
OP411000.1,KT794007.1,0.1147398844,0.0135644665
OP410999.1,KT794007.1,0.0723791418,0.0098692508
ON908246.1,KT794007.1,0.0962548137,0.0118824582
ON908242.1,KT794007.1,0.1034657106,0.0126651258
ON908241.1,KT794007.1,0.1007630494,0.0124250807
ON908240.1,KT794007.1,0.1015756176,0.0121330266
ON908239.1,KT794007.1,0.0822866572,0.0106149894
MZ215848.1,KT794007.1,0.3956410256,0.0334365559
OK469362.1,KT794007.1,0.0745765097,0.0099851736
OK469361.1,KT794007.1,0.0711449548,0.0095417782
OK469360.1,KT794007.1,0.0430450262,0.0069376716
OK469359.1,KT794007.1,0.0409113973,0.0067717878
OK469358.1,KT794007.1,0.0919876877,0.0117216492
OK605771.1,KT794007.1,0.1004085481,0.0125884326
OK605770.1,KT794007.1,0.0258475176,0.0052286359
OK605769.1,KT794007.1,0.0972846844,0.0118321831
OK605767.1,KT794007.1,0.0520987958,0.0079528553
MW192825.1,KT794007.1,0.1145260239,0.0135895683
MW793460.1,KT794007.1,0.0498071192,0.0077022511
MW793459.1,KT794007.1,0.0508562509,0.0077849851
MN192436.1,KT794007.1,0.0476246424,0.0074358461
MN018398.1,KT794007.1,0.1186963912,0.0136917641
MN018397.1,KT794007.1,0.1015756176,0.0120440366
MN018396.1,KT794007.1,0.0903507984,0.0112447103
MN018395.1,KT794007.1,0.1044534093,0.0127284043
MN018394.1,KT794007.1,0.1266649496,0.0145112357
MN018393.1,KT794007.1,0.0871076653,0.0111275557
MN018392.1,KT794007.1,0.1079925354,0.0130986762
MN018391.1,KT794007.1,0.1005840869,0.0123087076
MN018390.1,KT794007.1,0.0979117415,0.0118678835
MH891769.1,KT794007.1,0.1161544953,0.0136450775
NC 002640.1,KT794007.1,0.0398002260,0.0066939315
MK514144.1,KT794007.1,0.0019011407,0.0013150151
MK506266.1,KT794007.1,0.0869443597,0.0109764323
MH823210.1,KT794007.1,0.0845289769,0.0106003545
MH888334.1,KT794007.1,0.0772191930,0.0099651169
MG601754.1,KT794007.1,0.0977422046,0.0119008496
KY451945.1,KT794007.1,0.1005840869,0.0122605554
KP188564.1,KT794007.1,0.0057471264,0.0023505567
KP188561.1,KT794007.1,0.0057471264,0.0023458970
KP188559.1,KT794007.1,0.0028585073,0.0016308928
PZ049732.1,KT276273.1,0.0906781687,0.0111963885
PX480447.1,KT276273.1,0.0810114474,0.0107965992
PX480446.1,KT276273.1,0.0810114474,0.0107573679
PX480445.1,KT276273.1,0.0822866572,0.0107292780
PX480444.1,KT276273.1,0.0797418244,0.0107256317
PX480443.1,KT276273.1,0.0871076653,0.0113127478
PX480442.1,KT276273.1,0.0797418244,0.0106051657
PX480441.1,KT276273.1,0.0810114474,0.0106450243
PX480440.1,KT276273.1,0.0822866572,0.0107542204
PX480439.1,KT276273.1,0.0759661122,0.0103291762
PX480438.1,KT276273.1,0.0769275982,0.0103601726
